id,title,description,location,domain,required_skills,skill_requirements,job_type,duration,required_languages,posted_date,salary_range,employer_id
job_69,Consultant Medical - Projet Santé,Description de l'offre d'emploi 69 dans le domaine Santé,Casablanca,Santé,"['Biologie Médicale', 'Réglementation Médicale', 'Medical Writing', 'Santé Publique', 'Télémédecine', 'Due Diligence', 'Conseil en Organisation']","{'Biologie Médicale': 3, 'Réglementation Médicale': 4, 'Medical Writing': 3, 'Santé Publique': 5, 'Télémédecine': 4, 'Due Diligence': 2, 'Conseil en Organisation': 5}",Freelance,3 mois,"['Arabe', 'Français']",2025-03-15,759-1474 MAD/jour,employer_9
job_70,Développeur Frontend - Projet IT & Développement,Description de l'offre d'emploi 70 dans le domaine IT & Développement,Nador,IT & Développement,"['AWS', 'Django', 'Node.js', 'Kotlin', 'C#']","{'AWS': 3, 'Django': 2, 'Node.js': 1, 'Kotlin': 2, 'C#': 5}",Temps plein,2 semaines,"['Arabe', 'Français']",2025-04-06,564-1406 MAD/jour,employer_9
job_71,DevOps Engineer - Mission IT & Développement,Description de l'offre d'emploi 71 dans le domaine IT & Développement,Taza,IT & Développement,"['Game Development', 'C++', 'Machine Learning', 'WordPress', 'Gestion Commerciale', 'Sales Development']","{'Game Development': 1, 'C++': 2, 'Machine Learning': 2, 'WordPress': 3, 'Gestion Commerciale': 2, 'Sales Development': 3}",Temps plein,3 mois,['Arabe'],2025-03-01,633-1021 MAD/jour,employer_9
job_72,Responsable SIRH - Poste Ressources Humaines,Description de l'offre d'emploi 72 dans le domaine Ressources Humaines,Fès,Ressources Humaines,"['Assessment', 'Onboarding', 'Paie', 'SIRH']","{'Assessment': 4, 'Onboarding': 5, 'Paie': 3, 'SIRH': 3}",Temps partiel,6 mois,"['Arabe', 'Français']",2025-04-14,337-1452 MAD/jour,employer_12
job_73,UX Designer - Projet Design & Création,Description de l'offre d'emploi 73 dans le domaine Design & Création,Nador,Design & Création,"['UX Design', 'Premiere Pro', 'After Effects', 'Branding', 'InDesign']","{'UX Design': 3, 'Premiere Pro': 4, 'After Effects': 5, 'Branding': 5, 'InDesign': 5}",Temps plein,1 mois,"['Anglais', 'Arabe', 'Français']",2025-03-01,314-1254 MAD/jour,employer_3
job_74,Export Manager - Mission Commerce & Vente,Description de l'offre d'emploi 74 dans le domaine Commerce & Vente,Meknès,Commerce & Vente,"['Gestion Commerciale', 'Inside Sales', 'Réservation']","{'Gestion Commerciale': 4, 'Inside Sales': 4, 'Réservation': 2}",Temps partiel,3 mois,['Arabe'],2025-04-03,531-956 MAD/jour,employer_0
job_75,Architecte - Poste BTP & Construction,Description de l'offre d'emploi 75 dans le domaine BTP & Construction,Béni Mellal,BTP & Construction,"['Planning', 'Architecture']","{'Planning': 4, 'Architecture': 5}",Mission ponctuelle,6 mois,[],2025-03-24,553-1479 MAD/jour,employer_42
job_76,Financial Controller - Mission Finance & Comptabilité,Description de l'offre d'emploi 76 dans le domaine Finance & Comptabilité,Berrechid,Finance & Comptabilité,"['IFRS', 'Trésorerie', 'Consolidation']","{'IFRS': 1, 'Trésorerie': 5, 'Consolidation': 3}",Mission ponctuelle,1 an,"['Arabe', 'Français']",2025-04-10,559-1171 MAD/jour,employer_57
job_77,Chef de Projet Technique - Mission Ingénierie,Description de l'offre d'emploi 77 dans le domaine Ingénierie,Nador,Ingénierie,"['Gestion de Projet', 'Génie Informatique', 'Génie Civil', 'Revit', 'Rhinoceros 3D']","{'Gestion de Projet': 5, 'Génie Informatique': 5, 'Génie Civil': 3, 'Revit': 2, 'Rhinoceros 3D': 4}",Temps plein,1 mois,['Arabe'],2025-03-14,469-1029 MAD/jour,employer_24
job_78,Avocat - Poste Droit & Juridique,Description de l'offre d'emploi 78 dans le domaine Droit & Juridique,Casablanca,Droit & Juridique,"['Propriété Intellectuelle', 'Médiation', 'Droit Fiscal', 'Droit Civil', 'RGPD', 'Simulation', 'Gestion de Projet']","{'Propriété Intellectuelle': 1, 'Médiation': 5, 'Droit Fiscal': 4, 'Droit Civil': 1, 'RGPD': 4, 'Simulation': 4, 'Gestion de Projet': 3}",Temps plein,2 semaines,"['Anglais', 'Arabe', 'Français']",2025-03-24,570-1234 MAD/jour,employer_39
job_79,Key Account Manager - Projet Commerce & Vente,Description de l'offre d'emploi 79 dans le domaine Commerce & Vente,Meknès,Commerce & Vente,"['Vente B2C', 'Gestion Commerciale', 'Vente B2B', 'Sales Development', 'Field Sales']","{'Vente B2C': 3, 'Gestion Commerciale': 2, 'Vente B2B': 5, 'Sales Development': 1, 'Field Sales': 4}",Freelance,3 mois,"['Anglais', 'Arabe']",2025-03-17,406-974 MAD/jour,employer_93
job_80,Manager Consulting - Mission Consulting,Description de l'offre d'emploi 80 dans le domaine Consulting,Meknès,Consulting,"['Six Sigma', 'Due Diligence', 'Change Management']","{'Six Sigma': 4, 'Due Diligence': 2, 'Change Management': 2}",Temps plein,1 semaine,"['Anglais', 'Français']",2025-03-08,751-1156 MAD/jour,employer_20
job_81,Coach Professionnel - Poste Éducation & Formation,Description de l'offre d'emploi 81 dans le domaine Éducation & Formation,Berrechid,Éducation & Formation,"['Instructional Design', 'Blended Learning', 'E-learning', 'Coaching', 'Création de Cours']","{'Instructional Design': 2, 'Blended Learning': 1, 'E-learning': 3, 'Coaching': 3, 'Création de Cours': 3}",Mission ponctuelle,3 mois,['Arabe'],2025-03-13,438-1123 MAD/jour,employer_86
job_82,Community Manager - Projet Communication,Description de l'offre d'emploi 82 dans le domaine Communication,Béni Mellal,Communication,"['Media Planning', 'Communication Corporate', 'Stratégie de Communication', 'Communication de Crise', 'Santé Digitale']","{'Media Planning': 4, 'Communication Corporate': 4, 'Stratégie de Communication': 1, 'Communication de Crise': 3, 'Santé Digitale': 4}",Temps plein,1 mois,"['Anglais', 'Arabe', 'Français']",2025-03-12,356-1354 MAD/jour,employer_19
job_83,Commercial B2C - Projet Commerce & Vente,Description de l'offre d'emploi 83 dans le domaine Commerce & Vente,Khouribga,Commerce & Vente,"['Vente B2B', 'Account Management', 'Coaching', 'Instructional Design']","{'Vente B2B': 1, 'Account Management': 4, 'Coaching': 3, 'Instructional Design': 5}",Temps plein,6 mois,"['Anglais', 'Arabe']",2025-03-29,712-1212 MAD/jour,employer_93
job_84,Manager Consulting - Projet Consulting,Description de l'offre d'emploi 84 dans le domaine Consulting,Tétouan,Consulting,"['Conseil en Innovation', ""Stratégie d'Entreprise"", 'Conseil en Management', 'Process Optimization', 'Études de Marché']","{'Conseil en Innovation': 2, ""Stratégie d'Entreprise"": 3, 'Conseil en Management': 1, 'Process Optimization': 1, 'Études de Marché': 1}",Freelance,1 mois,"['Anglais', 'Arabe', 'Français']",2025-03-29,732-1457 MAD/jour,employer_98
job_85,Attaché de Presse - Poste Communication,Description de l'offre d'emploi 85 dans le domaine Communication,Tanger,Communication,"['Communication Corporate', 'Communication Interne', 'Sponsoring', 'Event Management', 'Stratégie de Communication']","{'Communication Corporate': 1, 'Communication Interne': 1, 'Sponsoring': 3, 'Event Management': 1, 'Stratégie de Communication': 4}",Temps partiel,2 semaines,"['Arabe', 'Français']",2025-04-21,613-1104 MAD/jour,employer_54
job_86,Contrôleur de Gestion - Projet Finance & Comptabilité,Description de l'offre d'emploi 86 dans le domaine Finance & Comptabilité,Tétouan,Finance & Comptabilité,"['Consolidation', 'Comptabilité Générale', 'IFRS', 'Trésorerie']","{'Consolidation': 4, 'Comptabilité Générale': 3, 'IFRS': 2, 'Trésorerie': 4}",Temps partiel,6 mois,['Anglais'],2025-03-17,300-1302 MAD/jour,employer_90
job_87,Logo Designer - Poste Design & Création,Description de l'offre d'emploi 87 dans le domaine Design & Création,Rabat,Design & Création,"['Premiere Pro', 'Product Design', 'Sketch', 'Illustrator', 'Web Design', 'Due Diligence']","{'Premiere Pro': 1, 'Product Design': 1, 'Sketch': 4, 'Illustrator': 4, 'Web Design': 1, 'Due Diligence': 4}",Contrat,6 mois,"['Arabe', 'Français']",2025-04-21,437-921 MAD/jour,employer_15
job_88,Manager Consulting - Mission Consulting,Description de l'offre d'emploi 88 dans le domaine Consulting,Tanger,Consulting,"['Due Diligence', 'KPI', 'Business Analysis', 'Lean Management', 'Transformation Digitale', 'Réglementation Médicale', 'Medical Writing']","{'Due Diligence': 1, 'KPI': 5, 'Business Analysis': 5, 'Lean Management': 4, 'Transformation Digitale': 1, 'Réglementation Médicale': 5, 'Medical Writing': 4}",Mission ponctuelle,6 mois,['Arabe'],2025-04-10,309-1325 MAD/jour,employer_85
job_89,Économiste de la Construction - Mission BTP & Construction,Description de l'offre d'emploi 89 dans le domaine BTP & Construction,Mohammedia,BTP & Construction,"['Architecture', 'Sécurité Chantier', 'Immobilier', 'Génie Civil']","{'Architecture': 5, 'Sécurité Chantier': 2, 'Immobilier': 3, 'Génie Civil': 2}",Mission ponctuelle,1 an,"['Arabe', 'Français']",2025-03-28,390-1257 MAD/jour,employer_32
job_90,Auditeur - Projet Finance & Comptabilité,Description de l'offre d'emploi 90 dans le domaine Finance & Comptabilité,Meknès,Finance & Comptabilité,"['Comptabilité Analytique', 'Gestion des Risques', 'Droit des Contrats', 'Arbitrage']","{'Comptabilité Analytique': 3, 'Gestion des Risques': 5, 'Droit des Contrats': 3, 'Arbitrage': 1}",Freelance,3 mois,['Français'],2025-03-01,377-1473 MAD/jour,employer_11
job_91,Creative Director - Poste Design & Création,Description de l'offre d'emploi 91 dans le domaine Design & Création,Fès,Design & Création,"['3D Modeling', 'Branding', 'InDesign', 'UI Design', 'Photoshop']","{'3D Modeling': 5, 'Branding': 2, 'InDesign': 3, 'UI Design': 4, 'Photoshop': 3}",Temps partiel,3 mois,['Arabe'],2025-04-19,515-1133 MAD/jour,employer_7
job_92,Responsable Formation - Poste Éducation & Formation,Description de l'offre d'emploi 92 dans le domaine Éducation & Formation,Remote (Maroc),Éducation & Formation,"['Blended Learning', 'LMS', 'Création de Cours']","{'Blended Learning': 4, 'LMS': 2, 'Création de Cours': 4}",Temps plein,1 mois,"['Arabe', 'Français']",2025-04-18,562-876 MAD/jour,employer_90
job_93,DRH - Mission Ressources Humaines,Description de l'offre d'emploi 93 dans le domaine Ressources Humaines,Rabat,Ressources Humaines,"['Recrutement', 'Paie']","{'Recrutement': 5, 'Paie': 1}",Contrat,1 an,"['Arabe', 'Français']",2025-03-04,579-866 MAD/jour,employer_42
job_94,Ghostwriter - Poste Rédaction & Traduction,Description de l'offre d'emploi 94 dans le domaine Rédaction & Traduction,Rabat,Rédaction & Traduction,"['French Translation', 'Academic Writing', 'Creative Writing']","{'French Translation': 1, 'Academic Writing': 1, 'Creative Writing': 5}",Temps plein,6 mois,['Arabe'],2025-03-23,732-1236 MAD/jour,employer_86
job_95,Brand Manager - Mission Marketing Digital,Description de l'offre d'emploi 95 dans le domaine Marketing Digital,Casablanca,Marketing Digital,"['Affiliate Marketing', 'SMM', 'TikTok Ads', 'Lead Generation', 'Conversion Optimization']","{'Affiliate Marketing': 4, 'SMM': 4, 'TikTok Ads': 1, 'Lead Generation': 1, 'Conversion Optimization': 4}",Freelance,3 mois,"['Anglais', 'Arabe']",2025-04-21,585-830 MAD/jour,employer_43
job_96,Key Account Manager - Projet Commerce & Vente,Description de l'offre d'emploi 96 dans le domaine Commerce & Vente,Marrakech,Commerce & Vente,"['E-commerce', 'Category Management', 'Vente B2B', 'Conciergerie', 'Hospitality Management']","{'E-commerce': 5, 'Category Management': 3, 'Vente B2B': 4, 'Conciergerie': 2, 'Hospitality Management': 3}",Mission ponctuelle,3 mois,"['Anglais', 'Arabe', 'Français']",2025-04-19,529-1155 MAD/jour,employer_75
job_97,Designer d'Espace - Poste Architecture,Description de l'offre d'emploi 97 dans le domaine Architecture,Safi,Architecture,"['Design Durable', 'ArchiCAD', 'Rendu 3D']","{'Design Durable': 4, 'ArchiCAD': 4, 'Rendu 3D': 3}",Mission ponctuelle,2 semaines,['Français'],2025-04-13,485-877 MAD/jour,employer_76
job_98,SEO Specialist - Projet Marketing Digital,Description de l'offre d'emploi 98 dans le domaine Marketing Digital,Agadir,Marketing Digital,"['Email Marketing', 'Branding', 'Contrôle de Gestion']","{'Email Marketing': 4, 'Branding': 4, 'Contrôle de Gestion': 4}",Freelance,6 mois,"['Arabe', 'Français']",2025-04-13,420-1431 MAD/jour,employer_84
job_99,Responsable Merchandising - Mission Commerce & Vente,Description de l'offre d'emploi 99 dans le domaine Commerce & Vente,Kénitra,Commerce & Vente,"['E-commerce', 'Account Management', 'Merchandising', 'CRM', 'Revit']","{'E-commerce': 2, 'Account Management': 5, 'Merchandising': 1, 'CRM': 1, 'Revit': 1}",Temps plein,1 an,"['Anglais', 'Arabe', 'Français']",2025-04-01,745-905 MAD/jour,employer_26
job_100,Responsable E-commerce - Poste Commerce & Vente,Description de l'offre d'emploi 100 dans le domaine Commerce & Vente,Agadir,Commerce & Vente,"['Sales Development', 'Inside Sales', 'Account Management']","{'Sales Development': 1, 'Inside Sales': 5, 'Account Management': 2}",Contrat,2 semaines,"['Anglais', 'Arabe', 'Français']",2025-03-12,667-1025 MAD/jour,employer_18
job_101,Coach Professionnel - Mission Éducation & Formation,Description de l'offre d'emploi 101 dans le domaine Éducation & Formation,Oujda,Éducation & Formation,"[""Sciences de l'Éducation"", 'Instructional Design', 'LMS', 'Pédagogie']","{""Sciences de l'Éducation"": 4, 'Instructional Design': 5, 'LMS': 4, 'Pédagogie': 3}",Contrat,1 semaine,"['Anglais', 'Arabe', 'Français']",2025-04-24,515-1065 MAD/jour,employer_88
job_102,Directeur de Restaurant - Projet Tourisme & Hôtellerie,Description de l'offre d'emploi 102 dans le domaine Tourisme & Hôtellerie,Agadir,Tourisme & Hôtellerie,"['Marketing Touristique', 'Tour Operating', 'Gestion de Chantier', 'Sécurité Chantier']","{'Marketing Touristique': 5, 'Tour Operating': 2, 'Gestion de Chantier': 5, 'Sécurité Chantier': 4}",Mission ponctuelle,2 semaines,"['Anglais', 'Arabe', 'Français']",2025-02-28,675-1262 MAD/jour,employer_2
job_103,Designer d'Espace - Mission Architecture,Description de l'offre d'emploi 103 dans le domaine Architecture,Meknès,Architecture,"['Conception Architecturale', 'Aménagement Urbain', 'BIM', ""Architecture d'Intérieur"", 'Kubernetes', 'Angular']","{'Conception Architecturale': 2, 'Aménagement Urbain': 4, 'BIM': 2, ""Architecture d'Intérieur"": 2, 'Kubernetes': 1, 'Angular': 4}",Temps partiel,1 an,"['Anglais', 'Arabe', 'Français']",2025-02-23,530-825 MAD/jour,employer_99
job_104,Juriste Droit Social - Projet Droit & Juridique,Description de l'offre d'emploi 104 dans le domaine Droit & Juridique,Berrechid,Droit & Juridique,"['Arbitrage', 'Conformité', 'Création de Cours', 'MOOC']","{'Arbitrage': 4, 'Conformité': 5, 'Création de Cours': 5, 'MOOC': 4}",Mission ponctuelle,6 mois,"['Arabe', 'Français']",2025-03-25,304-1337 MAD/jour,employer_3
job_105,Responsable Événementiel - Poste Tourisme & Hôtellerie,Description de l'offre d'emploi 105 dans le domaine Tourisme & Hôtellerie,Remote (Maroc),Tourisme & Hôtellerie,"['Tour Operating', 'Gestion de Destination', 'Expérience Client']","{'Tour Operating': 1, 'Gestion de Destination': 2, 'Expérience Client': 2}",Freelance,1 mois,"['Arabe', 'Français']",2025-03-27,652-1172 MAD/jour,employer_24
job_106,Responsable Bureau d'Études - Mission BTP & Construction,Description de l'offre d'emploi 106 dans le domaine BTP & Construction,Berrechid,BTP & Construction,"['Immobilier', 'Planning', 'BIM', ""Maîtrise d'Œuvre"", 'Contrôle de Gestion', 'Analyse Financière']","{'Immobilier': 2, 'Planning': 1, 'BIM': 5, ""Maîtrise d'Œuvre"": 2, 'Contrôle de Gestion': 3, 'Analyse Financière': 4}",Freelance,1 semaine,"['Anglais', 'Arabe']",2025-04-11,565-858 MAD/jour,employer_57
job_107,3D Artist - Poste Design & Création,Description de l'offre d'emploi 107 dans le domaine Design & Création,Berrechid,Design & Création,"['Illustrator', 'Logo Design', 'Product Design', 'Sketch', 'UI Design']","{'Illustrator': 1, 'Logo Design': 4, 'Product Design': 5, 'Sketch': 2, 'UI Design': 5}",Mission ponctuelle,1 an,"['Anglais', 'Arabe', 'Français']",2025-03-31,307-1113 MAD/jour,employer_88
job_108,Credit Manager - Projet Finance & Comptabilité,Description de l'offre d'emploi 108 dans le domaine Finance & Comptabilité,Remote (Maroc),Finance & Comptabilité,"['Consolidation', 'Fiscalité', 'Reporting Financier', 'Comptabilité Générale', 'Vente B2B']","{'Consolidation': 3, 'Fiscalité': 4, 'Reporting Financier': 5, 'Comptabilité Générale': 3, 'Vente B2B': 4}",Contrat,1 semaine,"['Arabe', 'Français']",2025-04-16,409-1126 MAD/jour,employer_21
job_109,UI/UX Designer - Poste IT & Développement,Description de l'offre d'emploi 109 dans le domaine IT & Développement,Tétouan,IT & Développement,"['Python', 'C#', 'C++', 'JavaScript', 'Mobile Development', 'CRM Tourisme']","{'Python': 4, 'C#': 1, 'C++': 2, 'JavaScript': 4, 'Mobile Development': 5, 'CRM Tourisme': 1}",Contrat,1 mois,['Arabe'],2025-04-11,710-1299 MAD/jour,employer_17
job_110,Rédacteur Web - Projet Rédaction & Traduction,Description de l'offre d'emploi 110 dans le domaine Rédaction & Traduction,Rabat,Rédaction & Traduction,"['Subtitling', 'Creative Writing', 'Journalistic Writing']","{'Subtitling': 2, 'Creative Writing': 5, 'Journalistic Writing': 2}",Contrat,2 semaines,"['Arabe', 'Français']",2025-03-23,756-1104 MAD/jour,employer_89
job_111,Responsable RH - Poste Ressources Humaines,Description de l'offre d'emploi 111 dans le domaine Ressources Humaines,Nador,Ressources Humaines,"['Assessment', 'Relations Sociales', 'Administration du Personnel', 'Développement RH', 'Gestion des Compétences']","{'Assessment': 3, 'Relations Sociales': 2, 'Administration du Personnel': 1, 'Développement RH': 5, 'Gestion des Compétences': 1}",Contrat,3 mois,"['Arabe', 'Français']",2025-04-14,606-893 MAD/jour,employer_91
job_112,Chargé de Recrutement - Mission Ressources Humaines,Description de l'offre d'emploi 112 dans le domaine Ressources Humaines,Fès,Ressources Humaines,"['Gestion des Talents', 'Développement RH']","{'Gestion des Talents': 4, 'Développement RH': 3}",Temps partiel,1 semaine,"['Arabe', 'Français']",2025-03-24,570-916 MAD/jour,employer_57
